steps,episodes,elapsed,mean,median,stdev,max,min,average_q,average_loss,cumulative_steps,n_updates,rlen
552184,184,19109.084540367126,1.000000074505806,1.000000074505806,0.0,1.000000074505806,1.000000074505806,nan,3.4718610429763794,552184,133046,200000
555185,185,19223.57708787918,2.0000000670552254,2.0000000670552254,0.0,2.0000000670552254,2.0000000670552254,nan,3.472027642726898,555185,133796,200000
558186,186,19338.660220384598,2.000000074505806,2.000000074505806,0.0,2.000000074505806,2.000000074505806,nan,3.4711323261260985,558186,134546,200000
561187,187,19453.553989887238,5.960464477539063e-08,5.960464477539063e-08,0.0,5.960464477539063e-08,5.960464477539063e-08,nan,3.470678994655609,561187,135296,200000
564188,188,19568.95135951042,0.6000000089406967,0.6000000089406967,0.0,0.6000000089406967,0.6000000089406967,nan,3.472324903011322,564188,136047,200000
567189,189,19683.135011434555,2.0,2.0,0.0,2.0,2.0,nan,3.4716807889938353,567189,136797,200000
570190,190,19795.2630109787,2.0,2.0,0.0,2.0,2.0,nan,3.472239043712616,570190,137547,200000
573191,191,19909.43846988678,-0.9999999776482582,-0.9999999776482582,0.0,-0.9999999776482582,-0.9999999776482582,nan,3.4720068764686585,573191,138297,200000
576192,192,20021.625968933105,-2.5,-2.5,0.0,-2.5,-2.5,nan,3.458831670284271,576192,139048,200000
579193,193,20135.63337469101,0.700000025331974,0.700000025331974,0.0,0.700000025331974,0.700000025331974,nan,3.4446597337722777,579193,139798,200000
582194,194,20248.520022153854,-0.19999997317790985,-0.19999997317790985,0.0,-0.19999997317790985,-0.19999997317790985,nan,3.444572081565857,582194,140548,200000
585195,195,20362.278869867325,-0.19999998807907104,-0.19999998807907104,0.0,-0.19999998807907104,-0.19999998807907104,nan,3.4453880310058596,585195,141298,200000
588196,196,20475.534516096115,1.0000000074505806,1.0000000074505806,0.0,1.0000000074505806,1.0000000074505806,nan,3.444822871685028,588196,142049,200000
591197,197,20587.459430933,-0.5,-0.5,0.0,-0.5,-0.5,nan,3.4445510506629944,591197,142799,200000
594198,198,20699.478101968765,2.0000000968575478,2.0000000968575478,0.0,2.0000000968575478,2.0000000968575478,nan,3.444352900981903,594198,143549,200000
597199,199,20810.770051717758,1.0,1.0,0.0,1.0,1.0,nan,3.444571144580841,597199,144299,200000
600200,200,20916.28555703163,-1.4999999925494194,-1.4999999925494194,0.0,-1.4999999925494194,-1.4999999925494194,nan,3.44510192155838,600200,145050,200000
603201,201,21023.384192943573,1.0000000298023224,1.0000000298023224,0.0,1.0000000298023224,1.0000000298023224,nan,3.4441054368019106,603201,145800,200000
606202,202,21133.204175710678,-0.29999998956918716,-0.29999998956918716,0.0,-0.29999998956918716,-0.29999998956918716,nan,3.444973704814911,606202,146550,200000
609203,203,21237.38379716873,2.000000074505806,2.000000074505806,0.0,2.000000074505806,2.000000074505806,nan,3.4196770071983336,609203,147300,200000
612204,204,21341.036322832108,0.9000000059604645,0.9000000059604645,0.0,0.9000000059604645,0.9000000059604645,nan,3.4188522624969484,612204,148051,200000
615205,205,21448.078951358795,-0.09999998658895493,-0.09999998658895493,0.0,-0.09999998658895493,-0.09999998658895493,nan,3.418410291671753,615205,148801,200000
618206,206,21552.473710536957,-0.29999997466802597,-0.29999997466802597,0.0,-0.29999997466802597,-0.29999997466802597,nan,3.4189247846603394,618206,149551,200000
621207,207,21656.92372918129,1.0000000298023224,1.0000000298023224,0.0,1.0000000298023224,1.0000000298023224,nan,3.4190694999694826,621207,150301,200000
624208,208,21762.738118886948,0.30000000447034836,0.30000000447034836,0.0,0.30000000447034836,0.30000000447034836,nan,3.4193262958526613,624208,151052,200000
627209,209,21866.92394566536,-0.29999998211860657,-0.29999998211860657,0.0,-0.29999998211860657,-0.29999998211860657,nan,3.418882818222046,627209,151802,200000
630210,210,21970.015813589096,0.20000000298023224,0.20000000298023224,0.0,0.20000000298023224,0.20000000298023224,nan,3.4182622623443604,630210,152552,200000
633211,211,22071.92905855179,-0.3999999836087227,-0.3999999836087227,0.0,-0.3999999836087227,-0.3999999836087227,nan,3.419132692813873,633211,153302,200000
636212,212,22173.65996170044,-2.7999999970197678,-2.7999999970197678,0.0,-2.7999999970197678,-2.7999999970197678,nan,3.4195920586586,636212,154053,200000
639213,213,22274.6941549778,2.0000000670552254,2.0000000670552254,0.0,2.0000000670552254,2.0000000670552254,nan,3.4188302683830263,639213,154803,200000
642214,214,22373.479861736298,1.000000037252903,1.000000037252903,0.0,1.000000037252903,1.000000037252903,nan,3.3908500146865843,642214,155553,200000
645215,215,22473.781054973602,0.9000000506639481,0.9000000506639481,0.0,0.9000000506639481,0.9000000506639481,nan,3.3912191009521484,645215,156303,200000
648216,216,22575.146443367004,-0.5999999940395355,-0.5999999940395355,0.0,-0.5999999940395355,-0.5999999940395355,nan,3.3911589622497558,648216,157054,200000
651217,217,22675.474299669266,-2.199999950826168,-2.199999950826168,0.0,-2.199999950826168,-2.199999950826168,nan,3.3906089663505554,651217,157804,200000
654218,218,22778.237087726593,2.000000052154064,2.000000052154064,0.0,2.000000052154064,2.000000052154064,nan,3.3914047861099244,654218,158554,200000
657219,219,22879.77190065384,-1.5999999940395355,-1.5999999940395355,0.0,-1.5999999940395355,-1.5999999940395355,nan,3.3912421655654907,657219,159304,200000
660220,220,22981.1855404377,1.0000000298023224,1.0000000298023224,0.0,1.0000000298023224,1.0000000298023224,nan,3.3911753201484682,660220,160055,200000
663221,221,23082.45458340645,0.8000000491738319,0.8000000491738319,0.0,0.8000000491738319,0.8000000491738319,nan,3.390900766849518,663221,160805,200000
666222,222,23183.633355140686,-0.29999999701976776,-0.29999999701976776,0.0,-0.29999999701976776,-0.29999999701976776,nan,3.391951525211334,666222,161555,200000
669223,223,23283.05962920189,1.0000000596046448,1.0000000596046448,0.0,1.0000000596046448,1.0000000596046448,nan,3.39092355966568,669223,162305,200000
672224,224,23381.601427793503,-0.5999999940395355,-0.5999999940395355,0.0,-0.5999999940395355,-0.5999999940395355,nan,3.377898247241974,672224,163056,200000
675225,225,23480.77395415306,-0.6999999955296516,-0.6999999955296516,0.0,-0.6999999955296516,-0.6999999955296516,nan,3.366314940452576,675225,163806,200000
678226,226,23579.5418343544,2.000000022351742,2.000000022351742,0.0,2.000000022351742,2.000000022351742,nan,3.366447470188141,678226,164556,200000
681227,227,23679.398530483246,0.7000000104308128,0.7000000104308128,0.0,0.7000000104308128,0.7000000104308128,nan,3.366234118938446,681227,165306,200000
684228,228,23779.083047389984,1.0000001192092896,1.0000001192092896,0.0,1.0000001192092896,1.0000001192092896,nan,3.3663572764396665,684228,166057,200000
687229,229,23878.415922880173,-2.2351741790771484e-08,-2.2351741790771484e-08,0.0,-2.2351741790771484e-08,-2.2351741790771484e-08,nan,3.3663714814186094,687229,166807,200000
690230,230,23977.88939666748,-0.09999997913837433,-0.09999997913837433,0.0,-0.09999997913837433,-0.09999997913837433,nan,3.366286270618439,690230,167557,200000
693231,231,24077.61648750305,-0.9999999776482582,-0.9999999776482582,0.0,-0.9999999776482582,-0.9999999776482582,nan,3.3668490123748778,693231,168307,200000
696232,232,24177.45689511299,1.9999999701976776,1.9999999701976776,0.0,1.9999999701976776,1.9999999701976776,nan,3.3668538880348207,696232,169058,200000
699233,233,24276.938435316086,-0.3999999910593033,-0.3999999910593033,0.0,-0.3999999910593033,-0.3999999910593033,nan,3.3653438448905946,699233,169808,200000
702234,234,24377.28059077263,0.7000000178813934,0.7000000178813934,0.0,0.7000000178813934,0.7000000178813934,nan,3.366314890384674,702234,170558,200000
705235,235,24475.930194616318,2.0000000074505806,2.0000000074505806,0.0,2.0000000074505806,2.0000000074505806,nan,3.3365595865249635,705235,171308,200000
708236,236,24577.538167715073,0.9000000208616257,0.9000000208616257,0.0,0.9000000208616257,0.9000000208616257,nan,3.3364675641059875,708236,172059,200000
711237,237,24677.32516360283,0.800000011920929,0.800000011920929,0.0,0.800000011920929,0.800000011920929,nan,3.3362875461578367,711237,172809,200000
714238,238,24777.264815330505,-1.0999999716877937,-1.0999999716877937,0.0,-1.0999999716877937,-1.0999999716877937,nan,3.3362510085105894,714238,173559,200000
717239,239,24877.82414007187,-4.470348358154297e-08,-4.470348358154297e-08,0.0,-4.470348358154297e-08,-4.470348358154297e-08,nan,3.3366162848472594,717239,174309,200000
720240,240,24978.168311595917,0.6000000163912773,0.6000000163912773,0.0,0.6000000163912773,0.6000000163912773,nan,3.3375579571723937,720240,175060,200000
723241,241,25077.836574316025,2.000000052154064,2.000000052154064,0.0,2.000000052154064,2.000000052154064,nan,3.337486445903778,723241,175810,200000
726242,242,25177.363006591797,-0.09999996423721313,-0.09999996423721313,0.0,-0.09999996423721313,-0.09999996423721313,nan,3.3374049782752992,726242,176560,200000
729243,243,25276.66275882721,-0.4999999925494194,-0.4999999925494194,0.0,-0.4999999925494194,-0.4999999925494194,nan,3.336955935955048,729243,177310,200000
732244,244,25374.9673204422,2.0000000596046448,2.0000000596046448,0.0,2.0000000596046448,2.0000000596046448,nan,3.3378505063056947,732244,178061,200000
735245,245,25475.18945145607,-0.3999999910593033,-0.3999999910593033,0.0,-0.3999999910593033,-0.3999999910593033,nan,3.3370727849006654,735245,178811,200000
738246,246,25574.442150592804,0.30000000447034836,0.30000000447034836,0.0,0.30000000447034836,0.30000000447034836,nan,3.3103950786590577,738246,179561,200000
741247,247,25673.554718494415,-0.9999998807907104,-0.9999998807907104,0.0,-0.9999998807907104,-0.9999998807907104,nan,3.3106441593170164,741247,180311,200000
744248,248,25773.722184419632,0.4000000059604645,0.4000000059604645,0.0,0.4000000059604645,0.4000000059604645,nan,3.310224618911743,744248,181062,200000
747249,249,25874.281156778336,0.800000011920929,0.800000011920929,0.0,0.800000011920929,0.800000011920929,nan,3.31015415430069,747249,181812,200000
750250,250,25973.462824344635,-2.499999985098839,-2.499999985098839,0.0,-2.499999985098839,-2.499999985098839,nan,3.3102927160263063,750250,182562,200000
753251,251,26073.651062965393,1.000000037252903,1.000000037252903,0.0,1.000000037252903,1.000000037252903,nan,3.309245924949646,753251,183312,200000
756252,252,26175.477860689163,1.0000000074505806,1.0000000074505806,0.0,1.0000000074505806,1.0000000074505806,nan,3.310028018951416,756252,184063,200000
759253,253,26275.005623579025,1.0000000298023224,1.0000000298023224,0.0,1.0000000298023224,1.0000000298023224,nan,3.310988731384277,759253,184813,200000
762254,254,26375.964532136917,-0.9999999850988388,-0.9999999850988388,0.0,-0.9999999850988388,-0.9999999850988388,nan,3.310085401535034,762254,185563,200000
765255,255,26476.607296943665,2.2351741790771484e-08,2.2351741790771484e-08,0.0,2.2351741790771484e-08,2.2351741790771484e-08,nan,3.309857943058014,765255,186313,200000
768256,256,26575.51414513588,-2.2999999970197678,-2.2999999970197678,0.0,-2.2999999970197678,-2.2999999970197678,nan,3.292904567718506,768256,187064,200000
771257,257,26677.09251523018,-0.29999998211860657,-0.29999998211860657,0.0,-0.29999998211860657,-0.29999998211860657,nan,3.2842229533195497,771257,187814,200000
774258,258,26777.29846596718,-0.4999999850988388,-0.4999999850988388,0.0,-0.4999999850988388,-0.4999999850988388,nan,3.2838857889175417,774258,188564,200000
777259,259,26877.15316772461,0.800000011920929,0.800000011920929,0.0,0.800000011920929,0.800000011920929,nan,3.2836485290527344,777259,189314,200000
780260,260,26976.962982416153,-1.0000000447034836,-1.0000000447034836,0.0,-1.0000000447034836,-1.0000000447034836,nan,3.2849291872978212,780260,190065,200000
783261,261,27077.338677167892,2.0000000596046448,2.0000000596046448,0.0,2.0000000596046448,2.0000000596046448,nan,3.283707146644592,783261,190815,200000
786262,262,27175.12256884575,2.000000052154064,2.000000052154064,0.0,2.000000052154064,2.000000052154064,nan,3.2839260053634645,786262,191565,200000
789263,263,27274.652138710022,0.700000025331974,0.700000025331974,0.0,0.700000025331974,0.700000025331974,nan,3.284543662071228,789263,192315,200000
792264,264,27374.664268255234,1.9999999776482582,1.9999999776482582,0.0,1.9999999776482582,1.9999999776482582,nan,3.284166190624237,792264,193066,200000
795265,265,27473.062462329865,-0.19999998062849045,-0.19999998062849045,0.0,-0.19999998062849045,-0.19999998062849045,nan,3.2835899639129638,795265,193816,200000
798266,266,27574.004725694656,0.8000000044703484,0.8000000044703484,0.0,0.8000000044703484,0.8000000044703484,nan,3.2839376974105834,798266,194566,200000
